counselling_body,institute_type,college_name,branch_name,college_id,branch_id,category,quota,seat_pool,year,round_number,opening_rank,closing_rank
JoSAA,GFTI,IIIT Hyderabad,Electrical,5,1,EWS,HS,Gender-Neutral,2021,6,24953,28771
CSAB,GFTI,IIIT Hyderabad,Electrical,3,3,OPEN,AI,Female-Only,2023,2,27732,27872
JoSAA,NIT,NIT Surathkal,Civil,5,4,OBC-NCL,AI,Gender-Neutral,2021,4,12956,16423
CSAB,IIIT,IIIT Hyderabad,Electrical,3,4,OBC-NCL,HS,Female-Only,2023,5,5205,7720
CSAB,GFTI,NIT Surathkal,Electrical,9,2,OPEN,AI,Female-Only,2023,1,35790,37930
JoSAA,IIIT,NIT Surathkal,Mechanical,9,1,OBC-NCL,HS,Gender-Neutral,2023,6,2613,7052
CSAB,IIIT,NIT Warangal,Mechanical,6,3,OPEN,AI,Female-Only,2023,4,2901,5950
CSAB,GFTI,NIT Surathkal,Civil,1,1,OPEN,AI,Gender-Neutral,2021,5,32445,36806
CSAB,IIIT,NIT Trichy,Computer Science,7,1,SC,OS,Gender-Neutral,2022,3,13995,17561
CSAB,GFTI,NIT Surathkal,Mechanical,7,2,ST,AI,Gender-Neutral,2021,3,39849,43037
CSAB,IIIT,NIT Warangal,Computer Science,4,1,OBC-NCL,OS,Gender-Neutral,2022,2,8321,13244
JoSAA,GFTI,NIT Surathkal,Electrical,8,3,OBC-NCL,AI,Female-Only,2021,5,6138,7353
CSAB,NIT,NIT Trichy,Mechanical,6,3,SC,HS,Female-Only,2023,3,32131,36809
JoSAA,GFTI,NIT Trichy,Civil,4,2,SC,HS,Gender-Neutral,2023,3,15182,17872
CSAB,GFTI,NIT Trichy,Civil,4,1,SC,AI,Gender-Neutral,2022,6,14748,18421
JoSAA,GFTI,NIT Warangal,Civil,2,3,EWS,AI,Female-Only,2022,2,464,3542
JoSAA,GFTI,NIT Warangal,Mechanical,2,1,EWS,HS,Gender-Neutral,2021,4,34668,37215
CSAB,IIIT,IIIT Hyderabad,Computer Science,4,1,EWS,AI,Female-Only,2022,3,14210,15540
CSAB,NIT,NIT Warangal,Electrical,5,1,OPEN,OS,Gender-Neutral,2021,1,6058,8824
CSAB,GFTI,NIT Trichy,Computer Science,8,2,OBC-NCL,OS,Female-Only,2022,1,9196,14150
JoSAA,IIIT,NIT Trichy,Computer Science,6,1,ST,OS,Female-Only,2022,4,7536,11894
CSAB,NIT,NIT Warangal,Electrical,4,3,OPEN,OS,Female-Only,2022,5,21277,23971
JoSAA,NIT,NIT Surathkal,Electrical,7,1,OBC-NCL,OS,Gender-Neutral,2023,2,26854,30384
JoSAA,NIT,NIT Warangal,Mechanical,8,3,OBC-NCL,AI,Gender-Neutral,2023,6,24644,27661
JoSAA,NIT,NIT Warangal,Mechanical,2,1,SC,AI,Gender-Neutral,2021,1,12738,15790
CSAB,GFTI,NIT Trichy,Mechanical,7,3,SC,OS,Gender-Neutral,2022,1,279,2374
CSAB,GFTI,IIIT Hyderabad,Mechanical,2,3,OPEN,AI,Gender-Neutral,2021,4,3973,7964
JoSAA,IIIT,NIT Trichy,Mechanical,2,1,SC,AI,Female-Only,2022,5,17670,18076
JoSAA,IIIT,IIIT Hyderabad,Electrical,8,1,OBC-NCL,OS,Female-Only,2023,5,48323,49785
CSAB,IIIT,NIT Trichy,Computer Science,2,3,SC,AI,Female-Only,2023,4,17257,19459
JoSAA,NIT,NIT Warangal,Mechanical,9,4,EWS,AI,Female-Only,2022,1,45665,48795
CSAB,NIT,NIT Trichy,Mechanical,1,2,SC,AI,Female-Only,2022,2,4560,4992
JoSAA,GFTI,NIT Trichy,Computer Science,9,4,OBC-NCL,OS,Female-Only,2023,1,48184,51036
CSAB,NIT,NIT Trichy,Mechanical,1,4,OPEN,AI,Female-Only,2023,5,452,794
JoSAA,NIT,NIT Warangal,Computer Science,2,1,ST,HS,Gender-Neutral,2021,6,21686,23670
CSAB,NIT,NIT Warangal,Computer Science,6,2,SC,HS,Female-Only,2023,1,5444,6976
JoSAA,IIIT,NIT Warangal,Electrical,6,4,OBC-NCL,OS,Gender-Neutral,2022,2,4607,7257
CSAB,IIIT,NIT Warangal,Civil,1,1,ST,HS,Female-Only,2021,3,37698,38100
CSAB,GFTI,IIIT Hyderabad,Electrical,7,4,ST,OS,Female-Only,2022,1,44088,48518
JoSAA,NIT,IIIT Hyderabad,Civil,8,4,EWS,HS,Gender-Neutral,2021,4,32985,36194
JoSAA,NIT,NIT Surathkal,Civil,2,1,ST,HS,Female-Only,2022,3,16965,19251
CSAB,GFTI,NIT Warangal,Civil,8,1,OBC-NCL,HS,Gender-Neutral,2023,4,37155,41545
JoSAA,NIT,IIIT Hyderabad,Mechanical,9,1,OBC-NCL,OS,Female-Only,2022,4,27313,28963
CSAB,NIT,NIT Trichy,Electrical,6,2,SC,OS,Gender-Neutral,2021,4,4577,6469
JoSAA,IIIT,NIT Warangal,Civil,5,4,SC,AI,Female-Only,2022,1,6633,7379
CSAB,GFTI,NIT Surathkal,Computer Science,9,1,SC,OS,Gender-Neutral,2021,5,49495,54251
CSAB,GFTI,NIT Surathkal,Mechanical,9,3,ST,HS,Gender-Neutral,2022,3,23496,24308
CSAB,GFTI,NIT Surathkal,Electrical,1,4,ST,HS,Female-Only,2023,2,12855,17463
CSAB,GFTI,NIT Trichy,Civil,3,3,EWS,OS,Female-Only,2023,5,965,1602
CSAB,IIIT,IIIT Hyderabad,Computer Science,9,2,SC,OS,Gender-Neutral,2022,1,11273,11607
CSAB,IIIT,NIT Trichy,Electrical,2,1,OPEN,OS,Female-Only,2022,4,38197,40693
JoSAA,NIT,NIT Warangal,Electrical,4,3,EWS,AI,Gender-Neutral,2022,2,33471,35075
JoSAA,NIT,NIT Surathkal,Mechanical,4,2,OPEN,HS,Female-Only,2021,3,38624,40098
JoSAA,NIT,NIT Trichy,Electrical,2,1,ST,AI,Gender-Neutral,2022,5,11354,15965
CSAB,NIT,NIT Trichy,Mechanical,3,3,EWS,AI,Female-Only,2022,6,4118,6127
CSAB,IIIT,IIIT Hyderabad,Civil,3,3,EWS,HS,Gender-Neutral,2021,5,5292,6307
CSAB,GFTI,IIIT Hyderabad,Mechanical,1,2,OBC-NCL,HS,Female-Only,2023,2,2115,6173
CSAB,IIIT,NIT Surathkal,Computer Science,6,1,ST,OS,Gender-Neutral,2022,1,42718,42898
JoSAA,NIT,NIT Trichy,Mechanical,8,1,ST,OS,Gender-Neutral,2022,3,3480,5663
JoSAA,IIIT,NIT Trichy,Computer Science,3,3,EWS,AI,Female-Only,2023,2,28443,31231
CSAB,GFTI,IIIT Hyderabad,Mechanical,5,3,ST,OS,Female-Only,2023,4,3870,5660
JoSAA,GFTI,NIT Trichy,Electrical,1,3,EWS,OS,Gender-Neutral,2021,3,5929,6785
JoSAA,IIIT,NIT Trichy,Civil,7,1,OBC-NCL,HS,Gender-Neutral,2022,5,34481,37251
CSAB,IIIT,NIT Trichy,Computer Science,1,2,EWS,HS,Gender-Neutral,2022,2,46015,49866
JoSAA,IIIT,IIIT Hyderabad,Mechanical,9,2,ST,OS,Gender-Neutral,2021,5,15645,19297
CSAB,NIT,NIT Surathkal,Mechanical,8,1,ST,HS,Female-Only,2023,5,18363,18930
JoSAA,IIIT,NIT Warangal,Mechanical,7,4,EWS,OS,Gender-Neutral,2021,5,38240,39834
CSAB,IIIT,NIT Surathkal,Electrical,7,2,EWS,HS,Gender-Neutral,2023,1,43406,44525
CSAB,IIIT,NIT Warangal,Electrical,5,3,EWS,HS,Gender-Neutral,2021,5,25775,26776
CSAB,GFTI,NIT Trichy,Computer Science,5,4,SC,HS,Female-Only,2023,4,25462,26234
CSAB,GFTI,NIT Surathkal,Computer Science,5,4,ST,HS,Gender-Neutral,2021,4,248,786
JoSAA,NIT,NIT Warangal,Electrical,1,2,ST,OS,Female-Only,2023,3,1854,6176
CSAB,NIT,IIIT Hyderabad,Computer Science,8,4,SC,AI,Female-Only,2023,6,26845,29021
CSAB,GFTI,IIIT Hyderabad,Civil,1,4,EWS,HS,Female-Only,2023,5,7478,8022
CSAB,GFTI,NIT Surathkal,Civil,4,2,OBC-NCL,OS,Female-Only,2023,5,46459,47524
JoSAA,GFTI,NIT Surathkal,Electrical,9,2,EWS,OS,Female-Only,2023,2,20240,24130
CSAB,IIIT,NIT Trichy,Computer Science,9,4,EWS,HS,Female-Only,2022,1,9471,10034
JoSAA,IIIT,NIT Surathkal,Mechanical,5,3,SC,AI,Female-Only,2023,6,27099,29397
CSAB,GFTI,NIT Trichy,Civil,4,1,ST,HS,Gender-Neutral,2022,3,12879,15266
JoSAA,IIIT,NIT Trichy,Electrical,3,4,EWS,OS,Gender-Neutral,2023,6,31175,35040
JoSAA,IIIT,IIIT Hyderabad,Computer Science,3,4,ST,AI,Female-Only,2022,5,30797,34073
CSAB,NIT,IIIT Hyderabad,Electrical,5,3,OPEN,OS,Gender-Neutral,2022,2,9895,14003
JoSAA,GFTI,NIT Warangal,Mechanical,1,4,ST,HS,Gender-Neutral,2021,1,38560,42164
CSAB,GFTI,IIIT Hyderabad,Civil,5,4,OBC-NCL,AI,Female-Only,2023,3,4318,5330
CSAB,IIIT,IIIT Hyderabad,Electrical,6,1,OBC-NCL,OS,Gender-Neutral,2021,6,37671,38267
CSAB,GFTI,NIT Surathkal,Electrical,7,1,EWS,OS,Female-Only,2021,3,11772,13335
JoSAA,NIT,IIIT Hyderabad,Electrical,9,1,ST,OS,Gender-Neutral,2023,5,31142,35495
JoSAA,NIT,NIT Warangal,Mechanical,3,2,EWS,HS,Female-Only,2021,3,36050,40417
CSAB,NIT,NIT Surathkal,Electrical,2,2,SC,AI,Female-Only,2023,2,11109,11702
CSAB,GFTI,NIT Warangal,Mechanical,3,1,OBC-NCL,HS,Gender-Neutral,2021,3,47196,48722
JoSAA,GFTI,IIIT Hyderabad,Mechanical,9,1,EWS,HS,Gender-Neutral,2023,4,19644,21436
CSAB,GFTI,NIT Warangal,Mechanical,7,2,SC,HS,Female-Only,2023,2,29481,31374
CSAB,GFTI,NIT Surathkal,Civil,9,3,EWS,AI,Female-Only,2023,6,25387,28210
CSAB,GFTI,NIT Trichy,Civil,2,4,ST,HS,Female-Only,2022,1,2686,3444
JoSAA,NIT,NIT Warangal,Electrical,5,4,ST,HS,Gender-Neutral,2021,1,2748,7609
JoSAA,IIIT,NIT Warangal,Electrical,4,1,ST,HS,Gender-Neutral,2022,5,40181,44743
JoSAA,NIT,NIT Surathkal,Civil,2,3,ST,HS,Gender-Neutral,2021,5,18201,18850
CSAB,GFTI,NIT Surathkal,Computer Science,9,2,OPEN,OS,Gender-Neutral,2021,4,45412,46154
CSAB,NIT,NIT Warangal,Civil,9,1,SC,HS,Female-Only,2021,6,21792,26242
CSAB,GFTI,IIIT Hyderabad,Mechanical,6,3,SC,OS,Female-Only,2022,1,7507,7814
JoSAA,GFTI,NIT Warangal,Civil,6,3,ST,HS,Female-Only,2021,1,17354,19951
CSAB,NIT,NIT Surathkal,Mechanical,8,3,OPEN,AI,Female-Only,2022,1,15334,19624
CSAB,GFTI,NIT Trichy,Electrical,6,2,ST,OS,Gender-Neutral,2023,1,22311,24294
CSAB,IIIT,NIT Trichy,Computer Science,1,2,OPEN,OS,Female-Only,2021,3,29580,32566
CSAB,GFTI,IIIT Hyderabad,Electrical,4,4,ST,OS,Female-Only,2021,6,47880,48457
JoSAA,IIIT,NIT Warangal,Mechanical,7,4,OBC-NCL,OS,Gender-Neutral,2023,2,24946,25807
JoSAA,IIIT,NIT Trichy,Mechanical,2,3,OBC-NCL,AI,Gender-Neutral,2023,2,42603,42892
CSAB,GFTI,NIT Warangal,Mechanical,9,3,EWS,HS,Female-Only,2021,4,46293,47148
JoSAA,NIT,NIT Surathkal,Computer Science,8,2,ST,OS,Gender-Neutral,2023,3,48566,50112
JoSAA,IIIT,NIT Trichy,Civil,8,4,SC,AI,Female-Only,2022,1,15421,17184
CSAB,NIT,IIIT Hyderabad,Electrical,7,3,EWS,OS,Gender-Neutral,2022,1,12746,14681
CSAB,IIIT,NIT Surathkal,Electrical,4,4,OBC-NCL,HS,Gender-Neutral,2021,5,22217,26545
JoSAA,GFTI,IIIT Hyderabad,Civil,2,4,ST,OS,Female-Only,2022,5,4993,9243
CSAB,GFTI,NIT Surathkal,Electrical,3,3,EWS,AI,Gender-Neutral,2022,4,9576,13736
JoSAA,IIIT,NIT Trichy,Computer Science,6,2,ST,HS,Female-Only,2021,1,17370,22075
CSAB,GFTI,IIIT Hyderabad,Electrical,5,3,OBC-NCL,AI,Gender-Neutral,2023,4,21802,26667
JoSAA,IIIT,IIIT Hyderabad,Mechanical,8,3,EWS,HS,Gender-Neutral,2021,3,4482,8194
CSAB,GFTI,NIT Surathkal,Civil,6,4,OBC-NCL,HS,Gender-Neutral,2022,2,1885,3674
JoSAA,NIT,IIIT Hyderabad,Computer Science,6,3,OPEN,HS,Gender-Neutral,2021,1,45898,47314
JoSAA,GFTI,NIT Surathkal,Civil,1,2,OBC-NCL,OS,Gender-Neutral,2021,6,11835,16764
JoSAA,NIT,NIT Surathkal,Computer Science,4,3,ST,AI,Female-Only,2022,3,30277,33563
CSAB,GFTI,NIT Surathkal,Mechanical,5,2,SC,AI,Gender-Neutral,2022,1,30812,34932
JoSAA,NIT,NIT Surathkal,Civil,3,2,OBC-NCL,AI,Female-Only,2021,6,16779,21233
JoSAA,GFTI,NIT Trichy,Electrical,9,4,SC,HS,Gender-Neutral,2022,5,43113,44358
CSAB,NIT,NIT Surathkal,Computer Science,1,1,OPEN,OS,Female-Only,2022,4,35465,39959
CSAB,IIIT,NIT Warangal,Civil,6,1,EWS,HS,Gender-Neutral,2022,5,17164,17824
JoSAA,IIIT,IIIT Hyderabad,Electrical,6,4,EWS,AI,Female-Only,2022,2,30663,32675
JoSAA,NIT,NIT Warangal,Civil,5,3,SC,OS,Female-Only,2022,5,33192,35156
CSAB,GFTI,NIT Trichy,Civil,5,4,EWS,OS,Gender-Neutral,2022,1,48028,48424
CSAB,NIT,NIT Warangal,Civil,5,2,OBC-NCL,OS,Gender-Neutral,2023,6,26967,29476
CSAB,GFTI,IIIT Hyderabad,Computer Science,6,1,SC,AI,Gender-Neutral,2021,5,45482,48218
CSAB,IIIT,NIT Warangal,Electrical,8,4,ST,OS,Female-Only,2022,1,33854,35415
CSAB,GFTI,NIT Trichy,Mechanical,2,3,OBC-NCL,OS,Female-Only,2021,2,19602,23994
JoSAA,IIIT,NIT Surathkal,Computer Science,6,4,OBC-NCL,HS,Gender-Neutral,2023,6,860,3228
CSAB,GFTI,NIT Warangal,Computer Science,1,1,OBC-NCL,HS,Gender-Neutral,2022,5,24242,25336
JoSAA,GFTI,NIT Trichy,Computer Science,4,4,ST,OS,Female-Only,2021,4,44753,44860
JoSAA,GFTI,NIT Trichy,Mechanical,3,4,OPEN,OS,Female-Only,2022,4,42096,44787
JoSAA,NIT,IIIT Hyderabad,Electrical,9,1,EWS,HS,Gender-Neutral,2022,6,17390,20005
CSAB,NIT,IIIT Hyderabad,Electrical,3,2,SC,HS,Female-Only,2022,4,5599,10114
JoSAA,IIIT,NIT Warangal,Electrical,6,2,OPEN,HS,Gender-Neutral,2022,5,464,1981
JoSAA,IIIT,NIT Surathkal,Civil,1,1,SC,AI,Gender-Neutral,2022,5,19897,22313
CSAB,NIT,NIT Trichy,Civil,6,4,EWS,AI,Gender-Neutral,2022,6,40895,44927
JoSAA,IIIT,NIT Warangal,Civil,4,1,ST,HS,Female-Only,2022,5,32635,34022
JoSAA,NIT,NIT Trichy,Mechanical,8,2,OBC-NCL,OS,Female-Only,2023,1,46400,49344
CSAB,GFTI,NIT Trichy,Civil,9,3,OBC-NCL,HS,Female-Only,2023,2,47276,48494
JoSAA,IIIT,NIT Surathkal,Mechanical,4,4,ST,AI,Female-Only,2022,4,16205,16857
JoSAA,IIIT,NIT Surathkal,Electrical,6,2,OPEN,OS,Gender-Neutral,2022,1,8039,8799
JoSAA,NIT,NIT Warangal,Civil,1,4,OPEN,AI,Female-Only,2023,6,14036,14851
CSAB,IIIT,NIT Surathkal,Civil,4,1,SC,OS,Gender-Neutral,2023,4,42129,45814
CSAB,IIIT,NIT Surathkal,Computer Science,7,3,ST,AI,Gender-Neutral,2023,1,15963,19824
CSAB,GFTI,NIT Warangal,Mechanical,1,1,OPEN,OS,Gender-Neutral,2022,5,12661,15290
JoSAA,IIIT,NIT Surathkal,Electrical,8,3,ST,OS,Female-Only,2021,6,10547,14617
JoSAA,GFTI,IIIT Hyderabad,Computer Science,6,4,EWS,OS,Gender-Neutral,2021,6,30724,34231
CSAB,NIT,NIT Trichy,Computer Science,5,4,OBC-NCL,OS,Gender-Neutral,2021,4,47040,48598
JoSAA,IIIT,NIT Trichy,Electrical,9,1,OBC-NCL,AI,Female-Only,2021,5,44746,48113
JoSAA,GFTI,NIT Trichy,Computer Science,2,3,OBC-NCL,AI,Gender-Neutral,2022,4,12511,13465
CSAB,NIT,NIT Trichy,Mechanical,5,3,ST,OS,Female-Only,2021,3,19565,24425
CSAB,IIIT,NIT Warangal,Mechanical,6,4,ST,OS,Female-Only,2023,1,38316,41953
JoSAA,NIT,NIT Trichy,Civil,7,1,SC,AI,Female-Only,2023,3,19742,21739
JoSAA,IIIT,NIT Trichy,Computer Science,5,3,OBC-NCL,OS,Gender-Neutral,2021,1,31362,31734
JoSAA,NIT,NIT Trichy,Civil,9,4,SC,OS,Female-Only,2023,2,30463,34650
CSAB,NIT,NIT Trichy,Computer Science,1,2,OBC-NCL,OS,Female-Only,2022,6,2207,3579
CSAB,GFTI,IIIT Hyderabad,Mechanical,7,1,SC,HS,Female-Only,2021,4,8028,12502
CSAB,NIT,NIT Trichy,Mechanical,7,2,SC,OS,Female-Only,2021,2,48102,52221
CSAB,IIIT,IIIT Hyderabad,Mechanical,4,1,EWS,HS,Gender-Neutral,2022,2,19417,20332
JoSAA,IIIT,NIT Warangal,Computer Science,9,4,SC,OS,Female-Only,2023,6,49178,53649
CSAB,GFTI,NIT Surathkal,Mechanical,5,3,ST,AI,Gender-Neutral,2022,6,25117,26139
CSAB,IIIT,NIT Trichy,Computer Science,4,3,SC,HS,Female-Only,2022,1,13628,18465
CSAB,IIIT,NIT Surathkal,Civil,7,3,OBC-NCL,HS,Gender-Neutral,2023,3,13413,18113
CSAB,IIIT,NIT Surathkal,Computer Science,4,1,SC,OS,Female-Only,2022,5,1659,6626
CSAB,NIT,NIT Warangal,Civil,3,4,OPEN,OS,Gender-Neutral,2023,1,15267,16631
JoSAA,NIT,NIT Surathkal,Computer Science,9,2,OBC-NCL,HS,Female-Only,2023,5,15443,19267
JoSAA,IIIT,IIIT Hyderabad,Civil,8,4,OPEN,AI,Gender-Neutral,2022,2,38698,41585
CSAB,GFTI,NIT Surathkal,Mechanical,1,2,OBC-NCL,AI,Gender-Neutral,2023,5,7623,10445
JoSAA,NIT,NIT Surathkal,Civil,7,1,ST,OS,Gender-Neutral,2022,3,49877,54200
CSAB,GFTI,NIT Surathkal,Mechanical,9,1,ST,AI,Female-Only,2023,1,28539,31189
CSAB,IIIT,NIT Trichy,Mechanical,8,2,ST,AI,Gender-Neutral,2021,6,15624,18673
JoSAA,IIIT,NIT Trichy,Civil,8,2,OPEN,OS,Gender-Neutral,2023,3,13385,15158
JoSAA,NIT,IIIT Hyderabad,Computer Science,6,2,EWS,AI,Gender-Neutral,2023,3,11073,15760
CSAB,IIIT,IIIT Hyderabad,Computer Science,4,4,OBC-NCL,OS,Gender-Neutral,2022,1,22794,25986
CSAB,NIT,NIT Trichy,Electrical,8,2,ST,HS,Female-Only,2023,6,35874,38812
CSAB,IIIT,IIIT Hyderabad,Computer Science,3,1,OBC-NCL,OS,Gender-Neutral,2021,3,4402,6168
JoSAA,IIIT,NIT Trichy,Electrical,9,1,OPEN,HS,Gender-Neutral,2021,6,22491,27102
CSAB,NIT,NIT Warangal,Computer Science,2,3,EWS,HS,Gender-Neutral,2023,4,4711,7006
CSAB,NIT,NIT Surathkal,Computer Science,2,2,OPEN,AI,Female-Only,2023,4,9472,10956
CSAB,NIT,NIT Surathkal,Mechanical,7,4,OBC-NCL,AI,Gender-Neutral,2021,4,24412,28915
JoSAA,IIIT,IIIT Hyderabad,Electrical,4,4,EWS,AI,Gender-Neutral,2022,5,14180,18234
CSAB,IIIT,NIT Trichy,Computer Science,8,4,EWS,OS,Gender-Neutral,2021,3,15182,18181
CSAB,GFTI,NIT Trichy,Electrical,9,3,OPEN,AI,Gender-Neutral,2021,1,47509,47669
JoSAA,NIT,IIIT Hyderabad,Mechanical,7,1,ST,HS,Female-Only,2023,1,42961,47008
CSAB,IIIT,NIT Trichy,Mechanical,5,4,OBC-NCL,AI,Gender-Neutral,2023,5,30777,33167
CSAB,IIIT,NIT Warangal,Electrical,8,1,SC,AI,Gender-Neutral,2021,1,20974,21546
JoSAA,NIT,NIT Surathkal,Mechanical,4,3,SC,OS,Female-Only,2022,4,8478,9536
CSAB,GFTI,IIIT Hyderabad,Civil,2,2,OPEN,OS,Female-Only,2021,3,1697,2329
JoSAA,NIT,IIIT Hyderabad,Civil,6,2,OBC-NCL,HS,Female-Only,2021,1,11700,12293
JoSAA,GFTI,NIT Trichy,Mechanical,9,2,OBC-NCL,OS,Gender-Neutral,2022,1,3847,4028
CSAB,IIIT,IIIT Hyderabad,Civil,1,4,OPEN,AI,Female-Only,2021,2,13979,17049
CSAB,GFTI,NIT Warangal,Computer Science,7,2,OBC-NCL,OS,Gender-Neutral,2021,2,13117,13228
CSAB,IIIT,NIT Trichy,Electrical,9,4,ST,HS,Female-Only,2023,2,24915,29559
CSAB,NIT,NIT Trichy,Computer Science,9,3,OPEN,AI,Gender-Neutral,2022,3,19064,19925
JoSAA,NIT,NIT Trichy,Electrical,3,3,ST,HS,Female-Only,2023,4,28912,32197
CSAB,NIT,NIT Trichy,Mechanical,5,4,OBC-NCL,OS,Gender-Neutral,2023,6,40300,40425
JoSAA,GFTI,NIT Warangal,Computer Science,8,1,OPEN,OS,Female-Only,2022,4,24814,26720
CSAB,IIIT,NIT Trichy,Mechanical,8,2,OBC-NCL,HS,Gender-Neutral,2022,4,18990,23247
CSAB,NIT,IIIT Hyderabad,Mechanical,4,2,OPEN,AI,Gender-Neutral,2021,3,4825,9249
CSAB,NIT,NIT Warangal,Electrical,1,2,OBC-NCL,OS,Gender-Neutral,2023,3,43305,48107
JoSAA,IIIT,NIT Surathkal,Electrical,1,4,ST,OS,Gender-Neutral,2022,2,20784,24543
CSAB,NIT,NIT Surathkal,Electrical,4,3,ST,AI,Gender-Neutral,2023,1,26425,28050
CSAB,IIIT,IIIT Hyderabad,Computer Science,6,2,OBC-NCL,OS,Gender-Neutral,2023,5,32642,33502
CSAB,IIIT,IIIT Hyderabad,Civil,8,3,OPEN,HS,Gender-Neutral,2022,5,46137,46831
CSAB,IIIT,NIT Warangal,Electrical,6,2,SC,OS,Gender-Neutral,2021,6,13192,14347
JoSAA,IIIT,NIT Surathkal,Electrical,9,2,ST,OS,Female-Only,2023,1,30482,32436
CSAB,IIIT,NIT Surathkal,Computer Science,9,4,ST,AI,Gender-Neutral,2022,6,39870,43053
JoSAA,GFTI,NIT Surathkal,Electrical,2,1,SC,HS,Gender-Neutral,2021,2,25557,29573
JoSAA,NIT,NIT Surathkal,Computer Science,1,4,OBC-NCL,AI,Female-Only,2023,6,6231,10006
JoSAA,GFTI,NIT Surathkal,Mechanical,2,2,OPEN,OS,Gender-Neutral,2022,1,46129,48277
JoSAA,NIT,NIT Trichy,Electrical,5,2,OBC-NCL,OS,Female-Only,2023,1,25315,26873
JoSAA,GFTI,IIIT Hyderabad,Electrical,4,1,EWS,AI,Gender-Neutral,2022,5,12712,14031
JoSAA,IIIT,NIT Trichy,Mechanical,4,3,ST,AI,Female-Only,2022,2,37405,41733
CSAB,NIT,NIT Surathkal,Mechanical,9,3,EWS,AI,Female-Only,2023,3,13191,17472
JoSAA,NIT,NIT Warangal,Mechanical,8,2,ST,HS,Gender-Neutral,2023,6,35203,36802
JoSAA,GFTI,NIT Warangal,Electrical,6,3,ST,OS,Female-Only,2022,5,37189,39119
JoSAA,GFTI,NIT Surathkal,Civil,1,2,EWS,AI,Gender-Neutral,2021,6,29859,33354
CSAB,NIT,NIT Surathkal,Civil,2,1,EWS,OS,Gender-Neutral,2023,6,46122,47425
CSAB,GFTI,NIT Warangal,Civil,6,1,OBC-NCL,HS,Gender-Neutral,2022,3,659,5029
JoSAA,GFTI,NIT Trichy,Electrical,2,2,EWS,HS,Gender-Neutral,2022,2,813,3723
CSAB,GFTI,NIT Trichy,Mechanical,5,1,OBC-NCL,HS,Female-Only,2021,1,37461,40653
JoSAA,IIIT,NIT Surathkal,Electrical,5,4,OBC-NCL,HS,Gender-Neutral,2021,4,15284,18428
JoSAA,IIIT,NIT Trichy,Mechanical,6,4,OBC-NCL,OS,Female-Only,2021,6,15361,20134
CSAB,GFTI,NIT Warangal,Electrical,6,1,ST,HS,Female-Only,2023,4,20472,24086
JoSAA,GFTI,NIT Trichy,Electrical,6,2,ST,HS,Gender-Neutral,2022,2,32240,34138
CSAB,IIIT,NIT Surathkal,Mechanical,2,2,EWS,AI,Gender-Neutral,2022,4,33124,35799
CSAB,IIIT,NIT Warangal,Civil,3,1,ST,HS,Gender-Neutral,2022,6,47442,47686
JoSAA,NIT,NIT Trichy,Mechanical,6,3,EWS,AI,Gender-Neutral,2021,3,32644,37601
JoSAA,NIT,IIIT Hyderabad,Computer Science,8,4,ST,HS,Female-Only,2022,4,137,4163
CSAB,IIIT,NIT Warangal,Computer Science,1,3,OPEN,HS,Gender-Neutral,2023,2,43132,44609
JoSAA,GFTI,NIT Warangal,Mechanical,1,2,OPEN,AI,Female-Only,2021,2,12797,16043
JoSAA,GFTI,IIIT Hyderabad,Electrical,2,2,EWS,HS,Gender-Neutral,2021,3,41520,43445
JoSAA,GFTI,IIIT Hyderabad,Computer Science,6,3,ST,OS,Gender-Neutral,2021,4,48798,49691
CSAB,GFTI,NIT Warangal,Computer Science,9,1,ST,OS,Gender-Neutral,2021,4,31807,33508
CSAB,NIT,IIIT Hyderabad,Electrical,4,3,OBC-NCL,HS,Gender-Neutral,2023,1,26116,30630
JoSAA,IIIT,NIT Surathkal,Electrical,3,3,SC,OS,Female-Only,2022,5,34700,35910
CSAB,GFTI,NIT Surathkal,Civil,8,4,EWS,AI,Female-Only,2023,2,48385,52538
CSAB,NIT,NIT Surathkal,Electrical,9,4,SC,HS,Gender-Neutral,2022,1,24084,28977
CSAB,GFTI,NIT Warangal,Mechanical,5,3,SC,HS,Female-Only,2023,2,5267,9304
CSAB,IIIT,IIIT Hyderabad,Mechanical,9,3,EWS,AI,Female-Only,2021,1,532,4595
CSAB,NIT,IIIT Hyderabad,Civil,2,2,ST,AI,Gender-Neutral,2021,5,4251,5133
JoSAA,IIIT,NIT Trichy,Computer Science,3,4,EWS,AI,Gender-Neutral,2023,1,47780,48996
JoSAA,IIIT,NIT Trichy,Computer Science,7,4,SC,HS,Female-Only,2023,2,6511,8361
JoSAA,NIT,IIIT Hyderabad,Electrical,7,2,ST,AI,Female-Only,2022,4,30888,33564
CSAB,NIT,IIIT Hyderabad,Mechanical,6,1,OPEN,AI,Female-Only,2023,2,26723,30850
CSAB,NIT,IIIT Hyderabad,Computer Science,6,4,EWS,OS,Female-Only,2023,6,22204,25640
JoSAA,NIT,NIT Warangal,Civil,2,4,EWS,OS,Gender-Neutral,2022,3,356,4843
CSAB,NIT,IIIT Hyderabad,Civil,6,1,ST,HS,Gender-Neutral,2022,3,33539,35126
JoSAA,NIT,NIT Trichy,Mechanical,4,4,OPEN,OS,Female-Only,2022,6,33357,37332
